DateTime,O3,NOx,GT,NO2
2004-10-12 21:00:00,618,990,-200,1219
2004-10-12 22:00:00,614,997,-200,1205
2004-10-12 23:00:00,550,1074,-200,1161
2004-10-13 00:00:00,511,1164,-200,1132
2004-10-13 01:00:00,469,1276,-200,1100
2004-10-13 02:00:00,425,1419,-200,1065
2004-10-13 03:00:00,394,1558,-200,1050
2004-10-13 04:00:00,392,1590,-200,1055
2004-10-13 05:00:00,408,1485,-200,1066
2004-10-13 06:00:00,517,1205,-200,1141
2004-10-13 07:00:00,750,908,-200,1272
2004-10-13 08:00:00,787,878,-200,1272
2004-10-13 09:00:00,788,882,78,1257
2004-10-13 10:00:00,760,932,72,1222
2004-10-13 11:00:00,839,859,-200,1283
2004-10-13 12:00:00,827,818,-200,1307
2004-10-13 13:00:00,765,832,-200,1314
2004-10-13 14:00:00,814,831,-200,1297
2004-10-13 15:00:00,737,892,-200,1258
2004-10-13 16:00:00,875,795,-200,1348
2004-10-13 17:00:00,983,726,-200,1454
2004-10-13 18:00:00,942,759,-200,1370
2004-10-13 19:00:00,971,731,-200,1415
2004-10-13 20:00:00,891,834,-200,1314
2004-10-13 21:00:00,724,970,-200,1207
2004-10-13 22:00:00,719,1013,-200,1174
2004-10-13 23:00:00,705,1015,-200,1189
2004-10-14 00:00:00,718,1004,-200,1197
2004-10-14 01:00:00,584,1146,-200,1123
2004-10-14 02:00:00,469,1333,-200,1074
2004-10-14 03:00:00,438,1434,-200,1065
2004-10-14 04:00:00,432,1436,-200,1061
2004-10-14 05:00:00,487,1325,-200,1091
2004-10-14 06:00:00,655,1080,-200,1189
2004-10-14 07:00:00,1009,758,-200,1465
2004-10-14 08:00:00,1113,659,-200,1520
2004-10-14 09:00:00,1030,747,-200,1386
2004-10-14 10:00:00,986,776,-200,1359
2004-10-14 11:00:00,975,788,-200,1369
2004-10-14 12:00:00,984,746,-200,1442
2004-10-14 13:00:00,982,726,-200,1446
2004-10-14 14:00:00,1117,675,-200,1530
2004-10-14 15:00:00,1177,679,-200,1537
2004-10-14 16:00:00,1129,711,-200,1507
2004-10-14 17:00:00,1217,653,-200,1616
2004-10-14 18:00:00,1234,615,-200,1682
2004-10-14 19:00:00,1412,537,-200,1907
2004-10-14 20:00:00,1350,553,-200,1804
2004-10-14 21:00:00,968,769,-200,1479
2004-10-14 22:00:00,759,884,-200,1393
2004-10-14 23:00:00,741,908,-200,1363
2004-10-15 00:00:00,866,770,-200,1473
2004-10-15 01:00:00,757,906,-200,1345
2004-10-15 02:00:00,675,1046,-200,1289
2004-10-15 03:00:00,624,1125,-200,1241
2004-10-15 04:00:00,605,1097,-200,1259
2004-10-15 05:00:00,703,992,-200,1312
2004-10-15 06:00:00,998,725,-200,1562
2004-10-15 07:00:00,1311,544,-200,1878
2004-10-15 08:00:00,1403,519,-200,1942
2004-10-15 09:00:00,1573,501,-200,1941
2004-10-15 10:00:00,1354,578,-200,1760
2004-10-15 11:00:00,1131,639,-200,1659
2004-10-15 12:00:00,1113,620,-200,1676
2004-10-15 13:00:00,1258,560,-200,1861
2004-10-15 14:00:00,985,684,-200,1548
2004-10-15 15:00:00,1197,603,-200,1689
2004-10-15 16:00:00,1402,540,-200,1881
2004-10-15 17:00:00,1491,509,-200,1938
2004-10-15 18:00:00,1396,539,-200,1875
2004-10-15 19:00:00,1198,648,-200,1593
2004-10-15 20:00:00,1166,689,-200,1523
2004-10-15 21:00:00,752,902,-200,1357
2004-10-15 22:00:00,717,853,-200,1390
2004-10-15 23:00:00,693,939,-200,1311
2004-10-16 00:00:00,816,825,-200,1394
2004-10-16 01:00:00,766,879,-200,1326
2004-10-16 02:00:00,631,1033,-200,1249
2004-10-16 03:00:00,683,986,-200,1287
2004-10-16 04:00:00,654,970,-200,1278
2004-10-16 05:00:00,759,902,-200,1325
2004-10-16 06:00:00,876,808,-200,1389
2004-10-16 07:00:00,926,807,-200,1446
2004-10-16 08:00:00,1091,667,-200,1569
2004-10-16 09:00:00,1045,729,-200,1454
2004-10-16 10:00:00,928,756,-200,1413
2004-10-16 11:00:00,777,828,-200,1342
2004-10-16 12:00:00,640,892,-200,1275
2004-10-16 13:00:00,741,819,-200,1354
2004-10-16 14:00:00,483,1021,-200,1162
2004-10-16 15:00:00,522,960,-200,1234
2004-10-16 16:00:00,718,825,-200,1320
2004-10-16 17:00:00,798,816,-200,1332
2004-10-16 18:00:00,1174,695,-200,1534
2004-10-16 19:00:00,891,787,-200,1417
2004-10-16 20:00:00,799,819,-200,1397
2004-10-16 21:00:00,855,855,-200,1377
2004-10-16 22:00:00,734,979,-200,1303
2004-10-16 23:00:00,691,960,-200,1284
2004-10-17 00:00:00,557,1118,-200,1228
2004-10-17 01:00:00,523,1097,-200,1259
2004-10-17 02:00:00,610,991,-200,1307
2004-10-17 03:00:00,574,984,-200,1309
2004-10-17 04:00:00,470,1120,-200,1227
2004-10-17 05:00:00,434,1217,-200,1179
2004-10-17 06:00:00,507,1208,-200,1214
2004-10-17 07:00:00,467,1181,-200,1171
2004-10-17 08:00:00,591,961,-200,1296
2004-10-17 09:00:00,717,913,-200,1315
2004-10-17 10:00:00,774,846,-200,1351
2004-10-17 11:00:00,697,900,-200,1302
2004-10-17 12:00:00,701,866,-200,1305
2004-10-17 13:00:00,752,744,-200,1478
2004-10-17 14:00:00,760,701,-200,1473
2004-10-17 15:00:00,505,999,-200,1179
2004-10-17 16:00:00,529,962,-200,1212
2004-10-17 17:00:00,832,733,-200,1495
2004-10-17 18:00:00,904,749,-200,1429
2004-10-17 19:00:00,1050,712,-200,1457
2004-10-17 20:00:00,1000,783,-200,1348
2004-10-17 21:00:00,911,814,-200,1361
2004-10-17 22:00:00,858,840,-200,1321
2004-10-17 23:00:00,903,808,-200,1344
2004-10-18 00:00:00,781,922,-200,1252
2004-10-18 01:00:00,714,988,-200,1247
2004-10-18 02:00:00,625,1116,-200,1177
2004-10-18 03:00:00,568,1226,-200,1158
2004-10-18 04:00:00,616,1191,-200,1167
2004-10-18 05:00:00,710,1074,-200,1207
2004-10-18 06:00:00,953,759,-200,1425
2004-10-18 07:00:00,1271,576,-200,1741
2004-10-18 08:00:00,1447,514,-200,1884
2004-10-18 09:00:00,1296,616,-200,1565
2004-10-18 10:00:00,1217,646,-200,1521
2004-10-18 11:00:00,1341,599,-200,1664
2004-10-18 12:00:00,1180,608,-200,1641
2004-10-18 13:00:00,1365,549,-200,1797
2004-10-18 14:00:00,1410,537,-200,1763
2004-10-18 15:00:00,1529,512,-200,1862
2004-10-18 16:00:00,1573,497,-200,1883
2004-10-18 17:00:00,1810,407,-200,2287
2004-10-18 18:00:00,1834,398,-200,2357
2004-10-18 19:00:00,1672,436,-200,2161
2004-10-18 20:00:00,1686,444,-200,2080
2004-10-18 21:00:00,1302,597,-200,1606
2004-10-18 22:00:00,1023,761,-200,1409
2004-10-18 23:00:00,992,779,-200,1380
2004-10-19 00:00:00,960,788,-200,1371
2004-10-19 01:00:00,955,746,-200,1414
2004-10-19 02:00:00,887,788,-200,1354
2004-10-19 03:00:00,851,842,-200,1303
2004-10-19 04:00:00,903,818,-200,1323
2004-10-19 05:00:00,954,772,-200,1383
2004-10-19 06:00:00,1107,669,-200,1528
2004-10-19 07:00:00,1442,517,-200,1852
2004-10-19 08:00:00,1818,404,-200,2316
2004-10-19 09:00:00,1802,441,-200,2074
2004-10-19 10:00:00,1671,485,-200,1894
2004-10-19 11:00:00,1710,479,-200,1911
2004-10-19 12:00:00,1746,474,-200,1945
2004-10-19 13:00:00,1495,544,-200,1760
2004-10-19 14:00:00,1203,640,-200,1596
2004-10-19 15:00:00,1252,602,-200,1682
2004-10-19 16:00:00,1528,593,-200,1671
2004-10-19 17:00:00,1629,530,-200,1887
2004-10-19 18:00:00,1608,490,-200,1976
2004-10-19 19:00:00,1664,474,-200,2017
2004-10-19 20:00:00,1666,454,-200,2098
2004-10-19 21:00:00,1594,470,-200,1985
2004-10-19 22:00:00,1421,513,-200,1851
2004-10-19 23:00:00,1337,571,-200,1671
2004-10-20 00:00:00,1270,603,-200,1628
2004-10-20 01:00:00,1156,666,-200,1520
2004-10-20 02:00:00,1124,675,-200,1509
2004-10-20 03:00:00,1049,684,-200,1519
2004-10-20 04:00:00,1044,688,-200,1508
2004-10-20 05:00:00,1109,645,-200,1544
2004-10-20 06:00:00,1224,594,-200,1659
2004-10-20 07:00:00,1611,458,-200,2043
2004-10-20 08:00:00,2004,371,-200,2376
2004-10-20 09:00:00,1776,448,-200,2036
2004-10-20 10:00:00,1723,467,-200,1965
2004-10-20 11:00:00,1916,438,-200,2027
2004-10-20 12:00:00,1955,424,-200,2093
2004-10-20 13:00:00,1894,431,-200,2094
2004-10-20 14:00:00,1823,452,-200,2015
2004-10-20 15:00:00,1793,473,-200,1924
2004-10-20 16:00:00,1956,424,167,2307
2004-10-20 17:00:00,2203,348,194,2595
2004-10-20 18:00:00,2073,358,172,2474
2004-10-20 19:00:00,1923,373,134,2378
2004-10-20 20:00:00,1780,409,130,2170
2004-10-20 21:00:00,1609,458,113,1944
2004-10-20 22:00:00,1466,511,99,1820
2004-10-20 23:00:00,1504,496,109,1877
2004-10-21 00:00:00,1518,467,105,1957
2004-10-21 01:00:00,1289,552,91,1765
2004-10-21 02:00:00,1076,664,77,1570
2004-10-21 03:00:00,947,784,-200,1453
2004-10-21 04:00:00,970,754,59,1473
2004-10-21 05:00:00,900,830,60,1420
2004-10-21 06:00:00,1034,706,72,1565
2004-10-21 07:00:00,1235,578,83,1791
2004-10-21 08:00:00,1455,494,104,2016
2004-10-21 09:00:00,1478,517,119,1866
2004-10-21 10:00:00,1393,572,105,1704
2004-10-21 11:00:00,1237,634,91,1626
2004-10-21 12:00:00,1373,542,103,1834
2004-10-21 13:00:00,1310,578,-200,1736
2004-10-21 14:00:00,1287,585,111,1733
2004-10-21 15:00:00,1413,539,101,1807
2004-10-21 16:00:00,1483,519,102,1864
2004-10-21 17:00:00,1539,488,101,1933
2004-10-21 18:00:00,1691,427,118,2166
2004-10-21 19:00:00,1846,382,120,2403
2004-10-21 20:00:00,1665,432,107,2160
2004-10-21 21:00:00,1577,450,104,2085
2004-10-21 22:00:00,1603,448,91,2048
2004-10-21 23:00:00,1530,466,91,1964
2004-10-22 00:00:00,1205,593,74,1655
2004-10-22 01:00:00,999,714,63,1474
2004-10-22 02:00:00,904,788,57,1423
2004-10-22 03:00:00,843,870,-200,1355
2004-10-22 04:00:00,843,849,48,1392
2004-10-22 05:00:00,886,802,49,1435
2004-10-22 06:00:00,911,770,55,1435
2004-10-22 07:00:00,1319,541,78,1912
2004-10-22 08:00:00,1927,437,91,2158
2004-10-22 09:00:00,1554,535,88,1830
2004-10-22 10:00:00,1565,525,83,1787
2004-10-22 11:00:00,1462,574,81,1704
2004-10-22 12:00:00,1487,538,83,1781
2004-10-22 13:00:00,1690,467,111,2007
2004-10-22 14:00:00,1603,474,112,2033
2004-10-22 15:00:00,1568,474,112,1996
2004-10-22 16:00:00,1743,429,137,2127
2004-10-22 17:00:00,2007,435,152,2176
2004-10-22 18:00:00,2235,373,163,2486
2004-10-22 19:00:00,1998,397,135,2339
2004-10-22 20:00:00,1795,454,119,2020
2004-10-22 21:00:00,1407,579,91,1657
2004-10-22 22:00:00,1211,669,74,1502
2004-10-22 23:00:00,1202,664,73,1509
2004-10-23 00:00:00,1136,673,71,1518
2004-10-23 01:00:00,946,792,57,1413
2004-10-23 02:00:00,915,800,51,1418
2004-10-23 03:00:00,864,852,-200,1374
2004-10-23 04:00:00,836,872,42,1341
2004-10-23 05:00:00,842,876,43,1381
2004-10-23 06:00:00,1002,724,52,1473
2004-10-23 07:00:00,1165,598,65,1699
2004-10-23 08:00:00,1294,545,69,1753
2004-10-23 09:00:00,1475,507,91,1833
2004-10-23 10:00:00,1436,542,92,1727
2004-10-23 11:00:00,1465,534,102,1738
2004-10-23 12:00:00,1583,504,118,1854
2004-10-23 13:00:00,1432,533,111,1785
2004-10-23 14:00:00,1270,609,101,1608
2004-10-23 15:00:00,1354,564,119,1749
2004-10-23 16:00:00,1318,565,115,1747
2004-10-23 17:00:00,1351,549,120,1776
2004-10-23 18:00:00,1530,490,115,1925
2004-10-23 19:00:00,1615,469,118,2016
2004-10-23 20:00:00,1415,520,117,1853
2004-10-23 21:00:00,1219,607,96,1668
2004-10-23 22:00:00,1307,567,89,1725
2004-10-23 23:00:00,1297,594,84,1639
2004-10-24 00:00:00,1321,573,97,1741
2004-10-24 01:00:00,1133,631,68,1621
2004-10-24 02:00:00,1124,633,66,1577
2004-10-24 03:00:00,997,696,-200,1512
2004-10-24 04:00:00,952,731,51,1467
2004-10-24 05:00:00,972,684,48,1503
2004-10-24 06:00:00,965,709,47,1451
2004-10-24 07:00:00,984,704,48,1481
2004-10-24 08:00:00,880,853,45,1359
2004-10-24 09:00:00,1001,732,59,1477
2004-10-24 10:00:00,1137,661,84,1542
2004-10-24 11:00:00,1023,721,72,1467
2004-10-24 12:00:00,962,745,68,1431
2004-10-24 13:00:00,825,811,52,1376
2004-10-24 14:00:00,877,756,70,1421
2004-10-24 15:00:00,1046,667,90,1537
2004-10-24 16:00:00,1060,670,87,1533
2004-10-24 17:00:00,1155,614,99,1631
2004-10-24 18:00:00,1464,503,128,1874
2004-10-24 19:00:00,2185,464,127,1971
2004-10-24 20:00:00,1959,568,99,1716
2004-10-24 21:00:00,1375,747,72,1439
2004-10-24 22:00:00,1212,768,62,1450
2004-10-24 23:00:00,1273,697,62,1517
2004-10-25 00:00:00,1249,695,63,1516
2004-10-25 01:00:00,1097,745,56,1474
2004-10-25 02:00:00,933,878,44,1353
2004-10-25 03:00:00,858,889,-200,1315
2004-10-25 04:00:00,870,875,37,1319
2004-10-25 05:00:00,1013,800,48,1392
2004-10-25 06:00:00,1087,749,59,1440
2004-10-25 07:00:00,1566,527,77,1780
2004-10-25 08:00:00,1631,467,88,1998
2004-10-25 09:00:00,1564,531,111,1754
2004-10-25 10:00:00,1601,518,114,1812
2004-10-25 11:00:00,1539,524,108,1742
2004-10-25 12:00:00,1577,498,111,1821
2004-10-25 13:00:00,1732,451,126,1971
2004-10-25 14:00:00,1672,457,117,1947
2004-10-25 15:00:00,1744,432,119,2034
2004-10-25 16:00:00,1845,392,125,2176
2004-10-25 17:00:00,2164,330,158,2641
2004-10-25 18:00:00,2106,340,149,2567
2004-10-25 19:00:00,2007,352,136,2469
2004-10-25 20:00:00,1791,400,112,2230
2004-10-25 21:00:00,1444,511,87,1806
2004-10-25 22:00:00,1373,505,82,1803
2004-10-25 23:00:00,1110,661,67,1488
2004-10-26 00:00:00,1099,624,68,1562
2004-10-26 01:00:00,968,737,60,1401
2004-10-26 02:00:00,847,822,48,1331
2004-10-26 03:00:00,852,820,-200,1319
2004-10-26 04:00:00,799,897,42,1277
2004-10-26 05:00:00,834,835,46,1355
2004-10-26 06:00:00,956,730,54,1425
2004-10-26 07:00:00,1259,572,82,1776
2004-10-26 08:00:00,1494,469,93,1990
2004-10-26 09:00:00,1458,522,95,1781
2004-10-26 10:00:00,1491,511,120,1820
2004-10-26 11:00:00,1560,518,132,1784
2004-10-26 12:00:00,1750,455,146,2031
2004-10-26 13:00:00,1709,484,157,1874
2004-10-26 14:00:00,1786,451,158,2043
2004-10-26 15:00:00,1900,419,175,2165
2004-10-26 16:00:00,1963,404,166,2232
2004-10-26 17:00:00,2161,347,187,2641
2004-10-26 18:00:00,2372,325,180,2775
2004-10-26 19:00:00,2062,385,134,2305
2004-10-26 20:00:00,1736,468,127,1962
2004-10-26 21:00:00,1192,691,95,1506
2004-10-26 22:00:00,1043,758,79,1468
2004-10-26 23:00:00,948,734,78,1495
2004-10-27 00:00:00,992,685,80,1569
2004-10-27 01:00:00,867,786,67,1435
2004-10-27 02:00:00,825,861,61,1401
2004-10-27 03:00:00,803,874,-200,1381
2004-10-27 04:00:00,786,946,51,1343
2004-10-27 05:00:00,866,833,56,1416
2004-10-27 06:00:00,1113,641,68,1606
2004-10-27 07:00:00,1384,502,101,1983
2004-10-27 08:00:00,1516,454,119,2119
2004-10-27 09:00:00,1222,614,108,1652
2004-10-27 10:00:00,1354,585,132,1734
2004-10-27 11:00:00,1291,611,130,1666
2004-10-27 12:00:00,1308,580,129,1739
2004-10-27 13:00:00,1420,502,117,1923
2004-10-27 14:00:00,1297,537,119,1842
2004-10-27 15:00:00,1157,623,113,1675
2004-10-27 16:00:00,1130,647,102,1649
2004-10-27 17:00:00,1195,608,101,1711
2004-10-27 18:00:00,1341,544,116,1874
2004-10-27 19:00:00,1228,587,101,1732
2004-10-27 20:00:00,1273,586,94,1685
2004-10-27 21:00:00,1006,748,75,1442
2004-10-27 22:00:00,898,842,69,1369
2004-10-27 23:00:00,894,796,60,1388
2004-10-28 00:00:00,789,925,58,1287
2004-10-28 01:00:00,805,878,51,1329
2004-10-28 02:00:00,770,899,45,1299
2004-10-28 03:00:00,776,913,-200,1277
2004-10-28 04:00:00,744,936,41,1268
2004-10-28 05:00:00,825,851,48,1327
2004-10-28 06:00:00,1013,703,61,1506
2004-10-28 07:00:00,1341,527,88,1829
2004-10-28 08:00:00,1528,477,102,1969
2004-10-28 09:00:00,1432,529,97,1752
2004-10-28 10:00:00,1499,526,116,1780
2004-10-28 11:00:00,1236,639,112,1532
2004-10-28 12:00:00,1180,625,101,1580
2004-10-28 13:00:00,1196,609,99,1640
2004-10-28 14:00:00,1301,571,113,1731
2004-10-28 15:00:00,1646,455,122,1991
2004-10-28 16:00:00,1720,446,139,1977
2004-10-28 17:00:00,1852,398,149,2271
2004-10-28 18:00:00,1670,468,136,2092
2004-10-28 19:00:00,1208,619,103,1602
2004-10-28 20:00:00,1160,651,112,1562
2004-10-28 21:00:00,937,805,88,1382
2004-10-28 22:00:00,783,890,63,1327
2004-10-28 23:00:00,807,862,69,1331
2004-10-29 00:00:00,729,925,65,1326
2004-10-29 01:00:00,612,1023,50,1288
2004-10-29 02:00:00,574,1073,43,1286
2004-10-29 03:00:00,579,1092,-200,1276
2004-10-29 04:00:00,687,1010,56,1308
2004-10-29 05:00:00,856,799,69,1430
2004-10-29 06:00:00,976,738,91,1469
2004-10-29 07:00:00,1208,574,111,1769
2004-10-29 08:00:00,1400,485,124,1945
2004-10-29 09:00:00,1278,566,119,1746
2004-10-29 10:00:00,934,735,77,1467
2004-10-29 11:00:00,1073,604,101,1736
2004-10-29 12:00:00,1363,458,116,2114
2004-10-29 13:00:00,1346,484,137,1983
2004-10-29 14:00:00,1393,463,163,2125
2004-10-29 15:00:00,1255,558,144,1847
2004-10-29 16:00:00,1213,616,118,1664
2004-10-29 17:00:00,1332,550,135,1807
2004-10-29 18:00:00,1430,519,129,1860
2004-10-29 19:00:00,1102,647,128,1591
2004-10-29 20:00:00,895,828,103,1375
2004-10-29 21:00:00,905,801,116,1415
2004-10-29 22:00:00,869,793,95,1410
2004-10-29 23:00:00,982,716,107,1489
2004-10-30 00:00:00,999,690,108,1520
2004-10-30 01:00:00,881,782,94,1413
2004-10-30 02:00:00,868,786,84,1400
2004-10-30 03:00:00,843,809,-200,1383
2004-10-30 04:00:00,833,826,72,1372
2004-10-30 05:00:00,825,857,76,1367
2004-10-30 06:00:00,901,762,82,1453
2004-10-30 07:00:00,1090,622,94,1662
2004-10-30 08:00:00,1165,585,102,1723
2004-10-30 09:00:00,1201,592,106,1675
2004-10-30 10:00:00,1231,596,108,1656
2004-10-30 11:00:00,1461,521,152,1845
2004-10-30 12:00:00,1434,539,160,1826
2004-10-30 13:00:00,1399,553,133,1806
2004-10-30 14:00:00,1417,560,147,1781
2004-10-30 15:00:00,1395,564,135,1777
2004-10-30 16:00:00,1442,526,135,1869
2004-10-30 17:00:00,1425,528,129,1850
2004-10-30 18:00:00,1496,486,117,1968
2004-10-30 19:00:00,1551,470,116,2015
2004-10-30 20:00:00,1381,551,109,1785
2004-10-30 21:00:00,1229,612,96,1658
2004-10-30 22:00:00,1082,688,90,1539
2004-10-30 23:00:00,963,744,82,1494
2004-10-31 00:00:00,939,757,86,1492
2004-10-31 01:00:00,825,833,72,1425
2004-10-31 02:00:00,811,818,61,1445
2004-10-31 03:00:00,720,905,-200,1386
2004-10-31 04:00:00,627,1035,45,1320
2004-10-31 05:00:00,589,1134,37,1310
2004-10-31 06:00:00,540,1291,31,1295
2004-10-31 07:00:00,551,1264,30,1315
2004-10-31 08:00:00,742,944,41,1477
2004-10-31 09:00:00,824,812,64,1470
2004-10-31 10:00:00,1059,653,74,1642
2004-10-31 11:00:00,1144,628,77,1643
2004-10-31 12:00:00,994,717,83,1585
2004-10-31 13:00:00,1014,689,71,1595
2004-10-31 14:00:00,924,719,62,1580
2004-10-31 15:00:00,1023,622,62,1727
2004-10-31 16:00:00,1033,672,79,1633
2004-10-31 17:00:00,1065,666,93,1638
2004-10-31 18:00:00,1516,440,106,2277
2004-10-31 19:00:00,1648,487,100,1987
2004-10-31 20:00:00,1466,508,89,1912
2004-10-31 21:00:00,1365,543,83,1848
2004-10-31 22:00:00,1247,598,76,1723
2004-10-31 23:00:00,1183,611,68,1700
2004-11-01 00:00:00,2150,584,69,1723
2004-11-01 01:00:00,2519,548,77,1780
2004-11-01 02:00:00,1925,552,68,1767
2004-11-01 03:00:00,1762,559,-200,1756
2004-11-01 04:00:00,1579,540,52,1779
2004-11-01 05:00:00,1599,562,49,1710
2004-11-01 06:00:00,1395,679,45,1554
2004-11-01 07:00:00,1323,733,51,1525
2004-11-01 08:00:00,1309,711,51,1564
2004-11-01 09:00:00,1441,667,62,1594
2004-11-01 10:00:00,1830,609,74,1683
2004-11-01 11:00:00,1704,584,88,1702
2004-11-01 12:00:00,1576,597,90,1686
2004-11-01 13:00:00,1305,631,91,1706
2004-11-01 14:00:00,991,747,64,1562
2004-11-01 15:00:00,1148,664,72,1636
2004-11-01 16:00:00,1307,564,88,1810
2004-11-01 17:00:00,1386,547,110,1811
2004-11-01 18:00:00,1420,510,95,1942
2004-11-01 19:00:00,1341,567,91,1746
2004-11-01 20:00:00,1258,593,94,1750
2004-11-01 21:00:00,1245,579,86,1733
2004-11-01 22:00:00,1231,568,79,1755
2004-11-01 23:00:00,1151,612,71,1674
2004-11-02 00:00:00,1048,660,62,1586
2004-11-02 01:00:00,928,752,56,1472
2004-11-02 02:00:00,813,878,49,1374
2004-11-02 03:00:00,753,987,-200,1334
2004-11-02 04:00:00,709,1069,38,1306
2004-11-02 05:00:00,721,1016,35,1289
2004-11-02 06:00:00,710,1054,37,1294
2004-11-02 07:00:00,951,747,56,1497
2004-11-02 08:00:00,1336,538,85,1860
2004-11-02 09:00:00,1489,504,112,1899
2004-11-02 10:00:00,1558,495,107,1911
2004-11-02 11:00:00,1944,426,151,2170
2004-11-02 12:00:00,1782,477,151,1970
2004-11-02 13:00:00,1921,440,150,2125
2004-11-02 14:00:00,2039,390,190,2318
2004-11-02 15:00:00,1912,415,168,2199
2004-11-02 16:00:00,1827,421,127,2197
2004-11-02 17:00:00,1919,390,140,2386
2004-11-02 18:00:00,2013,358,158,2496
2004-11-02 19:00:00,1919,359,121,2563
2004-11-02 20:00:00,1927,349,119,2643
2004-11-02 21:00:00,1573,450,96,2111
2004-11-02 22:00:00,1325,541,77,1804
2004-11-02 23:00:00,1203,610,66,1641
2004-11-03 00:00:00,947,798,56,1381
2004-11-03 01:00:00,1106,626,62,1620
2004-11-03 02:00:00,1045,665,58,1542
2004-11-03 03:00:00,827,909,-200,1328
2004-11-03 04:00:00,777,985,37,1271
2004-11-03 05:00:00,748,1033,35,1253
2004-11-03 06:00:00,833,917,50,1290
2004-11-03 07:00:00,960,750,64,1438
2004-11-03 08:00:00,1157,621,75,1667
2004-11-03 09:00:00,1444,505,101,1847
2004-11-03 10:00:00,1522,516,94,1786
2004-11-03 11:00:00,1452,527,95,1767
2004-11-03 12:00:00,1437,525,124,1771
2004-11-03 13:00:00,1209,612,86,1632
2004-11-03 14:00:00,1170,617,79,1638
2004-11-03 15:00:00,1190,611,87,1642
2004-11-03 16:00:00,1278,575,94,1699
2004-11-03 17:00:00,1305,563,107,1703
2004-11-03 18:00:00,1364,520,107,1853
2004-11-03 19:00:00,1428,487,117,1959
2004-11-03 20:00:00,1285,541,97,1807
2004-11-03 21:00:00,1143,626,90,1597
2004-11-03 22:00:00,1235,582,86,1714
2004-11-03 23:00:00,1208,589,77,1641
2004-11-04 00:00:00,1041,675,66,1489
2004-11-04 01:00:00,897,802,57,1382
2004-11-04 02:00:00,862,831,55,1362
2004-11-04 03:00:00,816,891,-200,1315
2004-11-04 04:00:00,747,990,40,1239
2004-11-04 05:00:00,727,1025,40,1218
2004-11-04 06:00:00,799,874,46,1270
2004-11-04 07:00:00,807,868,53,1272
2004-11-04 08:00:00,1324,526,84,1833
2004-11-04 09:00:00,1404,504,88,1833
2004-11-04 10:00:00,1605,462,143,1948
2004-11-04 11:00:00,1478,517,130,1755
2004-11-04 12:00:00,1414,545,120,1720
2004-11-04 13:00:00,1465,507,139,1786
2004-11-04 14:00:00,1588,478,139,1896
2004-11-04 15:00:00,1651,467,156,1900
2004-11-04 16:00:00,1652,457,143,1975
2004-11-04 17:00:00,2110,340,186,2603
2004-11-04 18:00:00,2204,328,171,2609
2004-11-04 19:00:00,1780,406,124,2216
2004-11-04 20:00:00,1590,443,97,2011
2004-11-04 21:00:00,1419,493,92,1856
2004-11-04 22:00:00,1415,495,96,1855
2004-11-04 23:00:00,1180,600,74,1599
2004-11-05 00:00:00,1015,699,65,1481
2004-11-05 01:00:00,1014,698,62,1467
2004-11-05 02:00:00,938,719,59,1430
2004-11-05 03:00:00,777,922,-200,1249
2004-11-05 04:00:00,723,1009,41,1204
2004-11-05 05:00:00,702,1056,38,1180
2004-11-05 06:00:00,725,973,43,1192
2004-11-05 07:00:00,836,803,52,1257
2004-11-05 08:00:00,1129,583,75,1575
2004-11-05 09:00:00,1718,389,118,2252
2004-11-05 10:00:00,1646,469,126,1878
2004-11-05 11:00:00,1664,471,151,1889
2004-11-05 12:00:00,1496,504,107,1799
2004-11-05 13:00:00,1506,490,114,1823
2004-11-05 14:00:00,1604,466,125,1932
2004-11-05 15:00:00,1632,460,138,1935
2004-11-05 16:00:00,1736,435,144,2016
2004-11-05 17:00:00,2165,351,180,2483
2004-11-05 18:00:00,2152,359,154,2457
2004-11-05 19:00:00,1556,485,105,1815
2004-11-05 20:00:00,1389,562,98,1619
2004-11-05 21:00:00,1300,581,93,1599
2004-11-05 22:00:00,1126,640,76,1474
2004-11-05 23:00:00,982,732,69,1363
2004-11-06 00:00:00,941,756,66,1362
2004-11-06 01:00:00,1010,685,76,1395
2004-11-06 02:00:00,985,689,73,1403
2004-11-06 03:00:00,889,769,-200,1341
2004-11-06 04:00:00,791,879,54,1248
2004-11-06 05:00:00,710,1012,44,1172
2004-11-06 06:00:00,743,913,45,1198
2004-11-06 07:00:00,857,798,58,1307
2004-11-06 08:00:00,1143,587,87,1572
2004-11-06 09:00:00,1210,551,97,1586
2004-11-06 10:00:00,1060,650,80,1436
2004-11-06 11:00:00,1252,568,82,1569
2004-11-06 12:00:00,1435,518,112,1691
2004-11-06 13:00:00,1544,482,121,1794
2004-11-06 14:00:00,1600,475,132,1794
2004-11-06 15:00:00,1534,516,141,1672
2004-11-06 16:00:00,1495,495,130,1768
2004-11-06 17:00:00,1442,510,113,1739
2004-11-06 18:00:00,1340,540,101,1674
2004-11-06 19:00:00,1231,586,91,1563
2004-11-06 20:00:00,1128,634,90,1484
2004-11-06 21:00:00,1188,615,90,1526
2004-11-06 22:00:00,998,729,83,1364
2004-11-06 23:00:00,944,737,73,1359
2004-11-07 00:00:00,928,767,80,1318
2004-11-07 01:00:00,1037,737,87,1354
2004-11-07 02:00:00,930,796,79,1305
